Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2017	collagen binding (GO:0005518)	1.536395e-02	1.891325e-01	0	0	4.763404e+00	1.989069e+01	PDGFB;PDGFA;GP6;MMP9
GO_Molecular_Function_2017	voltage-gated potassium channel activity (GO:0005249)	1.831870e-02	1.891325e-01	0	0	6.422336e+00	2.568827e+01	KCNC3;KCNMA1;KCNA3
GO_Molecular_Function_2017	inorganic anion exchanger activity (GO:0005452)	1.834012e-02	1.891325e-01	0	0	1.425222e+01	5.698982e+01	SLC4A10;SLC4A3
GO_Molecular_Function_2017	BMP receptor binding (GO:0070700)	1.834012e-02	1.891325e-01	0	0	1.425222e+01	5.698982e+01	BMP8B;BMP6
GO_Molecular_Function_2017	neurexin family protein binding (GO:0042043)	1.834012e-02	1.891325e-01	0	0	1.425222e+01	5.698982e+01	SYTL4;SYTL2
GO_Molecular_Function_2017	transmembrane-ephrin receptor activity (GO:0005005)	1.834012e-02	1.891325e-01	0	0	1.425222e+01	5.698982e+01	EPHA4;EPHB1
GO_Molecular_Function_2017	transforming growth factor beta-activated receptor activity (GO:0005024)	1.834012e-02	1.891325e-01	0	0	1.425222e+01	5.698982e+01	TGFBR3;LTBP1
GO_Molecular_Function_2017	spectrin binding (GO:0030507)	2.255314e-02	2.255314e-01	0	0	5.837928e+00	2.213673e+01	DMTN;ANK2;ADD2
GO_Molecular_Function_2017	intracellular calcium activated chloride channel activity (GO:0005229)	2.670022e-02	2.368430e-01	0	0	1.068814e+01	3.872402e+01	ANO6;BEST1
GO_Molecular_Function_2017	Wnt-activated receptor activity (GO:0042813)	2.670022e-02	2.368430e-01	0	0	1.068814e+01	3.872402e+01	FZD2;EGF
GO_Molecular_Function_2017	platelet-derived growth factor binding (GO:0048407)	2.670022e-02	2.368430e-01	0	0	1.068814e+01	3.872402e+01	PDGFB;PDGFA
GO_Molecular_Function_2017	T cell receptor binding (GO:0042608)	2.670022e-02	2.368430e-01	0	0	1.068814e+01	3.872402e+01	LCK;CD3E
GO_Molecular_Function_2017	transforming growth factor beta receptor binding (GO:0005160)	2.727284e-02	2.368430e-01	0	0	5.350922e+00	1.927329e+01	TGFBR3;BMP8B;BMP6
GO_Molecular_Function_2017	phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	3.525156e-02	2.850886e-01	0	0	2.978109e+00	9.962507e+00	IRS1;LCK;EGF;PDGFB;PDGFA
GO_Molecular_Function_2017	phospholipid binding (GO:0005543)	3.525156e-02	2.850886e-01	0	0	2.978109e+00	9.962507e+00	PLA2G4C;DYSF;AGAP1;DAPP1;SYTL4
GO_Molecular_Function_2017	anion transmembrane transporter activity (GO:0008509)	3.628400e-02	2.850886e-01	0	0	8.549693e+00	2.835402e+01	SLC4A10;SLC4A3
GO_Molecular_Function_2017	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0001205)	3.628400e-02	2.850886e-01	0	0	8.549693e+00	2.835402e+01	SPIB;MIXL1
GO_Molecular_Function_2017	phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	3.904154e-02	2.996211e-01	0	0	3.427351e+00	1.111534e+01	RPH3A;VIL1;LDLRAP1;SYTL2
GO_Molecular_Function_2017	serotonin-gated cation-selective channel activity (GO:0022850)	4.484817e-02	3.148914e-01	0	0	inf	inf	HTR3A
GO_Molecular_Function_2017	GPI-linked ephrin receptor activity (GO:0005004)	4.484817e-02	3.148914e-01	0	0	inf	inf	EPHA4
GO_Molecular_Function_2017	kainate selective glutamate receptor activity (GO:0015277)	4.484817e-02	3.148914e-01	0	0	inf	inf	GRIK4
GO_Molecular_Function_2017	water transmembrane transporter activity (GO:0005372)	4.484817e-02	3.148914e-01	0	0	inf	inf	AQP9
GO_Molecular_Function_2017	diacylglycerol kinase activity (GO:0004143)	4.696536e-02	3.162973e-01	0	0	7.124063e+00	2.178784e+01	DGKG;DGKK
GO_Molecular_Function_2017	myosin V binding (GO:0031489)	4.696536e-02	3.162973e-01	0	0	7.124063e+00	2.178784e+01	RAB27B;RAB6B
GO_Molecular_Function_2017	phosphatidylinositol-3-phosphate binding (GO:0032266)	5.091710e-02	3.231277e-01	0	0	4.011655e+00	1.194493e+01	ZFYVE28;PLEKHF1;WIPI1
GO_Molecular_Function_2017	serine-type endopeptidase inhibitor activity (GO:0004867)	5.091710e-02	3.231277e-01	0	0	4.011655e+00	1.194493e+01	SERPINB2;SERPINE1;A2M
GO_Molecular_Function_2017	signal transducer activity, downstream of receptor (GO:0005057)	5.091710e-02	3.231277e-01	0	0	4.011655e+00	1.194493e+01	NCR1;GNAZ;CD3E
GO_Molecular_Function_2017	tumor necrosis factor-activated receptor activity (GO:0005031)	5.797534e-02	3.582760e-01	0	0	3.775313e+00	1.075110e+01	TNFRSF10C;TNFRSF8;TNFRSF11A
GO_Molecular_Function_2017	glucuronosyltransferase activity (GO:0015020)	5.862698e-02	3.582760e-01	0	0	6.105755e+00	1.731934e+01	UGT8;LARGE1
GO_Molecular_Function_2017	phospholipid transporter activity (GO:0005548)	7.115985e-02	4.073464e-01	0	0	5.342025e+00	1.411804e+01	CETP;ABCB4
GO_Molecular_Function_2017	G-protein coupled receptor binding (GO:0001664)	7.337873e-02	4.073464e-01	0	0	3.377265e+00	8.821825e+00	GNAZ;ARHGEF12;GNAL
GO_Molecular_Function_2017	actin binding (GO:0003779)	7.445516e-02	4.073464e-01	0	0	2.002039e+00	5.200412e+00	DMTN;TPM1;MYO6;KCNMA1;SYNPO;SYNE2;ADD2
GO_Molecular_Function_2017	structural constituent of cytoskeleton (GO:0005200)	7.722265e-02	4.073464e-01	0	0	2.328458e+00	5.963326e+00	FRMD3;SYNM;EPB41L4A;TPM1;NEFL
GO_Molecular_Function_2017	syntaxin binding (GO:0019905)	8.236596e-02	4.073464e-01	0	0	2.594487e+00	6.477352e+00	RPH3A;SYTL4;SYTL2;SYT17
GO_Molecular_Function_2017	MHC class I protein binding (GO:0042288)	8.446270e-02	4.073464e-01	0	0	4.748012e+00	1.173445e+01	CD8A;LILRB1
GO_Molecular_Function_2017	voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	SCN1B
GO_Molecular_Function_2017	cGMP binding (GO:0030553)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	PDE5A
GO_Molecular_Function_2017	epinephrine binding (GO:0051379)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	ADRB2
GO_Molecular_Function_2017	serotonin binding (GO:0051378)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	HTR3A
GO_Molecular_Function_2017	water channel activity (GO:0015250)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	AQP9
GO_Molecular_Function_2017	very long-chain fatty acid-CoA ligase activity (GO:0031957)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	ACSBG1
GO_Molecular_Function_2017	NAD(P)H oxidase activity (GO:0016174)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	KMO
GO_Molecular_Function_2017	Roundabout binding (GO:0048495)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	TGFB1I1
GO_Molecular_Function_2017	bicarbonate transmembrane transporter activity (GO:0015106)	8.768900e-02	4.073464e-01	0	0	2.133878e+01	5.193770e+01	BEST1
GO_Molecular_Function_2017	non-membrane spanning protein tyrosine kinase activity (GO:0004715)	8.895983e-02	4.073464e-01	0	0	2.517937e+00	6.092326e+00	ITK;SRC;LCK;TXK
GO_Molecular_Function_2017	protein binding, bridging (GO:0030674)	8.895983e-02	4.073464e-01	0	0	2.517937e+00	6.092326e+00	SH2D1B;NEFL;ANK2;COL19A1
GO_Molecular_Function_2017	heme binding (GO:0020037)	9.039088e-02	4.073464e-01	0	0	3.055035e+00	7.343119e+00	SRC;FLVCR2;CYP46A1
GO_Molecular_Function_2017	phosphotyrosine residue binding (GO:0001784)	9.039088e-02	4.073464e-01	0	0	3.055035e+00	7.343119e+00	IRS1;LCK;LDLRAP1
GO_Molecular_Function_2017	calcium ion binding (GO:0005509)	9.134435e-02	4.073464e-01	0	0	1.677657e+00	4.014833e+00	RPH3A;VIL1;CLEC3B;PLSCR3;CABP5;PRF1;DYSF;SYTL4;SYTL2;SYT17
GO_Molecular_Function_2017	PDZ domain binding (GO:0030165)	9.579933e-02	4.215171e-01	0	0	2.445761e+00	5.736532e+00	TGFBR3;SLC9A3;FZD2;DAPP1
GO_Molecular_Function_2017	motor activity (GO:0003774)	9.844159e-02	4.274437e-01	0	0	4.272802e+00	9.905602e+00	MYO1E;MYO6
GO_Molecular_Function_2017	actin filament binding (GO:0051015)	1.085678e-01	4.377223e-01	0	0	1.918449e+00	4.259687e+00	VIL1;MYO1E;TPM1;MYO6;MYOM2;ADD2
GO_Molecular_Function_2017	cholesterol binding (GO:0015485)	1.088699e-01	4.377223e-01	0	0	2.788845e+00	6.184549e+00	CETP;PTCH1;OSBP2
GO_Molecular_Function_2017	GTPase activity (GO:0003924)	1.116286e-01	4.377223e-01	0	0	1.715445e+00	3.761248e+00	GNAO1;DNM3;GNAZ;GNAL;GNGT2;GNG8;RAB27B;RAB6B
GO_Molecular_Function_2017	receptor signaling complex scaffold activity (GO:0030159)	1.130094e-01	4.377223e-01	0	0	3.883993e+00	8.468210e+00	CD3E;LDLRAP1
GO_Molecular_Function_2017	transforming growth factor beta binding (GO:0050431)	1.280854e-01	4.377223e-01	0	0	3.559986e+00	7.315977e+00	TGFBR3;LTBP1
GO_Molecular_Function_2017	N-acetylglucosamine 6-O-sulfotransferase activity (GO:0001517)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	CHST2
GO_Molecular_Function_2017	phospholipid scramblase activity (GO:0017128)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	PLSCR3
GO_Molecular_Function_2017	UDP-xylosyltransferase activity (GO:0035252)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	LARGE1
GO_Molecular_Function_2017	carboxy-lyase activity (GO:0016831)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	BCKDHA
GO_Molecular_Function_2017	N-formyl peptide receptor activity (GO:0004982)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	FPR2
GO_Molecular_Function_2017	sodium-independent organic anion transmembrane transporter activity (GO:0015347)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	SLCO4C1
GO_Molecular_Function_2017	mannose binding (GO:0005537)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	CLEC17A
GO_Molecular_Function_2017	steroid hydroxylase activity (GO:0008395)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	CYP46A1
GO_Molecular_Function_2017	sialic acid binding (GO:0033691)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	SELP
GO_Molecular_Function_2017	interleukin-10 receptor activity (GO:0004920)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	IL10RA
GO_Molecular_Function_2017	calcium-independent phospholipase A2 activity (GO:0047499)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	PLA2G4C
GO_Molecular_Function_2017	inositol 1,4,5 trisphosphate binding (GO:0070679)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	RPH3A
GO_Molecular_Function_2017	signaling adaptor activity (GO:0035591)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	LDLRAP1
GO_Molecular_Function_2017	protein-cysteine S-palmitoyltransferase activity (GO:0019706)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	GOLGA7B
GO_Molecular_Function_2017	peptidyl-proline 4-dioxygenase activity (GO:0031545)	1.286121e-01	4.377223e-01	0	0	1.066837e+01	2.188034e+01	EGLN3
GO_Molecular_Function_2017	growth factor activity (GO:0008083)	1.286638e-01	4.377223e-01	0	0	2.565246e+00	5.260171e+00	EGF;PDGFB;PDGFA
GO_Molecular_Function_2017	phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)	1.594693e-01	4.698921e-01	0	0	3.050833e+00	5.601035e+00	ARAP3;DAPP1
GO_Molecular_Function_2017	protein disulfide isomerase activity (GO:0003756)	1.594693e-01	4.698921e-01	0	0	3.050833e+00	5.601035e+00	ITGB3;TXNDC5
GO_Molecular_Function_2017	ATPase activity, coupled to transmembrane movement of substances (GO:0042626)	1.594693e-01	4.698921e-01	0	0	3.050833e+00	5.601035e+00	ABCC3;ABCB4
GO_Molecular_Function_2017	fatty acid elongase activity (GO:0009922)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	ELOVL7
GO_Molecular_Function_2017	3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	PDE5A
GO_Molecular_Function_2017	complement receptor activity (GO:0004875)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	FPR2
GO_Molecular_Function_2017	C-C chemokine receptor activity (GO:0016493)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	CCR6
GO_Molecular_Function_2017	high-affinity glutamate transmembrane transporter activity (GO:0005314)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	SLC1A7
GO_Molecular_Function_2017	3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	PDE5A
GO_Molecular_Function_2017	chemokine receptor binding (GO:0042379)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	CCL5
GO_Molecular_Function_2017	protein tyrosine kinase binding (GO:1990782)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	CD247
GO_Molecular_Function_2017	phosphatidylcholine 1-acylhydrolase activity (GO:0008970)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	PLA2G4C
GO_Molecular_Function_2017	semaphorin receptor activity (GO:0017154)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	NRP1
GO_Molecular_Function_2017	intermediate filament binding (GO:0019215)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	SYNM
GO_Molecular_Function_2017	sodium channel inhibitor activity (GO:0019871)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	SCN1B
GO_Molecular_Function_2017	xenobiotic-transporting ATPase activity (GO:0008559)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	ABCC3
GO_Molecular_Function_2017	calcium activated cation channel activity (GO:0005227)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	ANO6
GO_Molecular_Function_2017	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity (GO:0047238)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	CHPF
GO_Molecular_Function_2017	phosphatidylinositol phosphate binding (GO:1901981)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	RPH3A
GO_Molecular_Function_2017	inositol-1,4,5-trisphosphate 5-phosphatase activity (GO:0052658)	1.677031e-01	4.698921e-01	0	0	7.111565e+00	1.269813e+01	SYNJ1
GO_Molecular_Function_2017	sodium channel regulator activity (GO:0017080)	1.756444e-01	4.698921e-01	0	0	2.847171e+00	4.952067e+00	FXYD1;SCN1B
GO_Molecular_Function_2017	GTPase activator activity (GO:0005096)	1.915656e-01	4.698921e-01	0	0	1.409481e+00	2.329203e+00	GRTP1;STARD8;TBC1D8;CDC42EP1;ARAP3;TBC1D9;A2M;ARHGAP6;ARHGAP24;RGS7
GO_Molecular_Function_2017	guanyl-nucleotide exchange factor activity (GO:0005085)	1.966681e-01	4.698921e-01	0	0	1.670685e+00	2.716931e+00	ARHGEF12;DOCK9;TBXA2R;RASGRF2;FGD2
GO_Molecular_Function_2017	G-protein coupled serotonin receptor activity (GO:0004993)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	HTR3A
GO_Molecular_Function_2017	transmembrane receptor protein tyrosine kinase activator activity (GO:0030297)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	EGF
GO_Molecular_Function_2017	superoxide-generating NADPH oxidase activator activity (GO:0016176)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	PDGFB
GO_Molecular_Function_2017	vascular endothelial growth factor receptor 2 binding (GO:0043184)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	ITGB3
GO_Molecular_Function_2017	serine-type carboxypeptidase activity (GO:0004185)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	CTSA
GO_Molecular_Function_2017	delayed rectifier potassium channel activity (GO:0005251)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	KCNG1
GO_Molecular_Function_2017	phosphate ion binding (GO:0042301)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	RPH3A
GO_Molecular_Function_2017	neuropeptide hormone activity (GO:0005184)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	PNOC
GO_Molecular_Function_2017	C-X3-C chemokine binding (GO:0019960)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	ITGB3
GO_Molecular_Function_2017	endogenous lipid antigen binding (GO:0030883)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	CD1A
GO_Molecular_Function_2017	exogenous lipid antigen binding (GO:0030884)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	CD1A
GO_Molecular_Function_2017	exo-alpha-sialidase activity (GO:0004308)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	CTSA
GO_Molecular_Function_2017	cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication (GO:0086083)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	DSC2
GO_Molecular_Function_2017	prostaglandin E receptor activity (GO:0004957)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	PTGDR
GO_Molecular_Function_2017	vascular endothelial growth factor-activated receptor activity (GO:0005021)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	NRP1
GO_Molecular_Function_2017	potassium:proton antiporter activity (GO:0015386)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	SLC9A3
GO_Molecular_Function_2017	C-C chemokine binding (GO:0019957)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	CCR6
GO_Molecular_Function_2017	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	SYNJ1
GO_Molecular_Function_2017	phosphatidylinositol phosphate 4-phosphatase activity (GO:0034596)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	SYNJ1
GO_Molecular_Function_2017	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity (GO:0043813)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	SYNJ1
GO_Molecular_Function_2017	CD4 receptor binding (GO:0042609)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	LCK
GO_Molecular_Function_2017	ATPase-coupled anion transmembrane transporter activity (GO:0043225)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	ABCC3
GO_Molecular_Function_2017	phospholipase activity (GO:0004620)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	LIPC
GO_Molecular_Function_2017	siRNA binding (GO:0035197)	2.050438e-01	4.698921e-01	0	0	5.333163e+00	8.450565e+00	TLR9
GO_Molecular_Function_2017	cysteine-type peptidase activity (GO:0008234)	2.086669e-01	4.748970e-01	0	0	2.511729e+00	3.935919e+00	CASP5;CTSH
GO_Molecular_Function_2017	cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	2.254104e-01	4.815743e-01	0	0	2.371961e+00	3.533825e+00	VIL1;NLRC4
GO_Molecular_Function_2017	microfilament motor activity (GO:0000146)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	MYO1E
GO_Molecular_Function_2017	organic anion transmembrane transporter activity (GO:0008514)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	ABCC3
GO_Molecular_Function_2017	phosphatidylinositol-5-phosphate binding (GO:0010314)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	PLEKHF1
GO_Molecular_Function_2017	muscle alpha-actinin binding (GO:0051371)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	MYOM2
GO_Molecular_Function_2017	heme transporter activity (GO:0015232)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	FLVCR2
GO_Molecular_Function_2017	Lys48-specific deubiquitinase activity (GO:1990380)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	MINDY1
GO_Molecular_Function_2017	triglyceride lipase activity (GO:0004806)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	LIPC
GO_Molecular_Function_2017	lipid transporter activity (GO:0005319)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	CETP
GO_Molecular_Function_2017	transcription corepressor binding (GO:0001222)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	RORA
GO_Molecular_Function_2017	adenylate kinase activity (GO:0004017)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	AK8
GO_Molecular_Function_2017	type II transforming growth factor beta receptor binding (GO:0005114)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	TGFBR3
GO_Molecular_Function_2017	lipid phosphatase activity (GO:0042577)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	EPHX2
GO_Molecular_Function_2017	carboxypeptidase activity (GO:0004180)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	CTSA
GO_Molecular_Function_2017	G-protein coupled purinergic nucleotide receptor activity (GO:0045028)	2.407126e-01	4.815743e-01	0	0	4.266122e+00	6.075606e+00	GPR34
