Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2017	positive regulation of cell migration (GO:0030335)	2.737246e-04	2.342627e-02	0	0	3.483858e+00	2.857944e+01	PDGFB;PDGFA;PRKCA;ALOX12;MMP9;SYNE2;MYLK;VIL1;CCL5;ZNF703;CCL3;CTSH;LGR6
GO_Biological_Process_2017	cell-cell signaling (GO:0007267)	3.252525e-04	2.373863e-02	0	0	3.077236e+00	2.471300e+01	NRP1;VIPR2;TNFAIP6;PDGFA;FASLG;TNFRSF11A;ADRB2;PCSK5;PHEX;ADORA2A;CCL5;CCL4;CCL3;PCDH1;SIGLEC6
GO_Biological_Process_2017	mucosal immune response (GO:0002385)	3.467181e-04	2.373863e-02	0	0	6.427869e+01	5.121082e+02	FFAR3;IFNLR1;FFAR2
GO_Biological_Process_2017	glomerular basement membrane development (GO:0032836)	3.467181e-04	2.373863e-02	0	0	6.427869e+01	5.121082e+02	MYO1E;COL4A4;COL4A3
GO_Biological_Process_2017	cell surface receptor signaling pathway (GO:0007166)	3.890542e-04	2.497242e-02	0	0	3.019666e+00	2.370979e+01	TNFRSF13B;GP1BB;GP1BA;ADRB2;CD3E;PRLR;IL18RAP;CXCR1;CD8A;TSPAN9;TSPAN18;COL4A3;CXCR2;KLRF1;KLRC1
GO_Biological_Process_2017	monocyte chemotaxis (GO:0002548)	4.146484e-04	2.504964e-02	0	0	7.597332e+00	5.916863e+01	CCL3L1;CCL5;CCL4;PDGFB;CCL3;TNFRSF11A
GO_Biological_Process_2017	regulation of immune response (GO:0050776)	4.952012e-04	2.780644e-02	0	0	2.721783e+00	2.071425e+01	SH2D1B;LILRB1;KIR3DL1;KIR2DL1;KIR3DL2;CD3E;KIR2DL3;CD1A;KIR2DL4;NCR1;KLRK1;CD8A;KLRF1;SLAMF6;ITGB7;KLRC1;CD247
GO_Biological_Process_2017	adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188)	5.144326e-04	2.780644e-02	0	0	9.769921e+00	7.398220e+01	GNAO1;GNAZ;ADORA2A;CNR1;ADRB2
GO_Biological_Process_2017	positive regulation of smooth muscle cell migration (GO:0014911)	8.378795e-04	4.097630e-02	0	0	3.213627e+01	2.276738e+02	NRP1;CCL5;PDGFB
GO_Biological_Process_2017	positive regulation of natural killer cell chemotaxis (GO:2000503)	8.378795e-04	4.097630e-02	0	0	3.213627e+01	2.276738e+02	CCL5;CCL4;CCL3
GO_Biological_Process_2017	angiogenesis (GO:0001525)	1.021764e-03	4.769781e-02	0	0	3.966128e+00	2.731165e+01	NRP1;LAMA5;EGF;SERPINE1;PDGFA;RORA;EPHB1;PLXDC1;JAM3
GO_Biological_Process_2017	cornification (GO:0070268)	1.224790e-03	5.468953e-02	0	0	7.674162e+00	5.145515e+01	ST14;KRT1;PCSK6;KRT86;DSC2
GO_Biological_Process_2017	motor neuron axon guidance (GO:0008045)	2.007427e-03	8.590113e-02	0	0	inf	inf	EPHA4;RNF165
GO_Biological_Process_2017	positive regulation of cell adhesion (GO:0045785)	2.481729e-03	9.769600e-02	0	0	6.318083e+00	3.790091e+01	CCL5;TPM1;ALOX12;PTPRJ;PRKCA
GO_Biological_Process_2017	platelet activation (GO:0030168)	2.683125e-03	9.769600e-02	0	0	3.129953e+00	1.853174e+01	DGKG;GP1BB;LCK;SRC;ITGB3;PRKCA;GP1BA;DGKK;GP6;GP5
GO_Biological_Process_2017	response to osmotic stress (GO:0006970)	2.740812e-03	9.769600e-02	0	0	1.606506e+01	9.477585e+01	AQP9;KCNMA1;MAPK13
GO_Biological_Process_2017	regulation of lipoprotein lipase activity (GO:0051004)	2.740812e-03	9.769600e-02	0	0	1.606506e+01	9.477585e+01	LIPC;PCSK6;PCSK5
GO_Biological_Process_2017	dendritic cell chemotaxis (GO:0002407)	2.792448e-03	9.769600e-02	0	0	8.580698e+00	5.046168e+01	CXCR1;CCL5;CXCR2;CCR6
GO_Biological_Process_2017	signal transduction (GO:0007165)	2.853827e-03	9.769600e-02	0	0	1.708886e+00	1.001252e+01	DGKG;NRP1;ITK;LTK;VIPR2;CHRNA2;TNFAIP6;IRS1;SRC;CABP5;DAPP1;FASLG;TNFRSF11A;KIR2DL4;KLRK1;CHL1;CXCR2;CLEC5A;CCL4;TNFRSF8;CCR6;PRKG1;BCL11B;KLRC2;EGF;TNFSF13;TNFRSF10C;VEGFC;LILRB1;IGF2R;NCR1;GNAL;IL2RB;PNOC;LANCL3;ZNF831;F2RL3
GO_Biological_Process_2017	T cell activation (GO:0042110)	3.109868e-03	1.030269e-01	0	0	4.778923e+00	2.758956e+01	ITK;CD8A;CD7;CD3E;PRLR;FOXP3
GO_Biological_Process_2017	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	3.536049e-03	1.061254e-01	0	0	2.998672e+00	1.692674e+01	NRP1;CCL3L1;CCL5;CCL4;PDGFB;CCL3;PDGFA;PRKCA;SCIMP;SLAMF1
GO_Biological_Process_2017	chloride transport (GO:0006821)	3.674391e-03	1.061254e-01	0	0	7.799888e+00	4.372904e+01	FXYD1;SLC4A10;ANO6;BEST1
GO_Biological_Process_2017	regulation of calcium ion-dependent exocytosis (GO:0017158)	3.674391e-03	1.061254e-01	0	0	7.799888e+00	4.372904e+01	RPH3A;SYTL4;SYTL2;SYT17
GO_Biological_Process_2017	calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)	3.674391e-03	1.061254e-01	0	0	7.799888e+00	4.372904e+01	RPH3A;SYTL4;SYTL2;SYT17
GO_Biological_Process_2017	collagen catabolic process (GO:0030574)	3.720074e-03	1.061254e-01	0	0	5.651938e+00	3.161701e+01	COL13A1;COL4A4;COL4A3;MMP9;COL19A1
GO_Biological_Process_2017	muscle contraction (GO:0006936)	4.095830e-03	1.116531e-01	0	0	3.863424e+00	2.124028e+01	GNAO1;ITGB5;TPM1;FXYD1;DYSF;MYOM2;MYLK
GO_Biological_Process_2017	positive regulation of monocyte chemotaxis (GO:0090026)	4.239991e-03	1.116531e-01	0	0	1.285082e+01	7.020652e+01	CCL5;SERPINE1;ANO6
GO_Biological_Process_2017	triglyceride homeostasis (GO:0070328)	4.239991e-03	1.116531e-01	0	0	1.285082e+01	7.020652e+01	CETP;LIPC;RORA
GO_Biological_Process_2017	axon guidance (GO:0007411)	4.697491e-03	1.206081e-01	0	0	3.080616e+00	1.651434e+01	SPON2;NRP1;SRC;FEZ1;TNFRSF8;PRKCA;NCAM1;EPHB1;SCN1B
GO_Biological_Process_2017	establishment of skin barrier (GO:0061436)	5.842952e-03	1.435404e-01	0	0	4.276483e+01	2.199189e+02	ALOX12;TP63
GO_Biological_Process_2017	bicarbonate transport (GO:0015701)	5.966362e-03	1.435404e-01	0	0	6.598642e+00	3.379572e+01	SLC4A10;HBB;HBA1;SLC4A3
GO_Biological_Process_2017	negative regulation of interleukin-12 production (GO:0032695)	6.149735e-03	1.435404e-01	0	0	1.070799e+01	5.451810e+01	TIGIT;SLAMF1;CMKLR1
GO_Biological_Process_2017	negative regulation by host of viral transcription (GO:0043922)	6.149735e-03	1.435404e-01	0	0	1.070799e+01	5.451810e+01	CCL5;CCL4;CCL3
GO_Biological_Process_2017	potassium ion transmembrane transport (GO:0071805)	7.403425e-03	1.689626e-01	0	0	6.126723e+00	3.005656e+01	KCNG1;SLC9A3;KCNC3;KCNA3
GO_Biological_Process_2017	integrin-mediated signaling pathway (GO:0007229)	8.275624e-03	1.819589e-01	0	0	3.792480e+00	1.818282e+01	LAMA5;ITGB5;SRC;ITGB3;TXK;ITGB7
GO_Biological_Process_2017	cell activation (GO:0001775)	8.495585e-03	1.819589e-01	0	0	9.177400e+00	4.375976e+01	CCL3;LYPD2;PDGFA
GO_Biological_Process_2017	adaptive immune response (GO:0002250)	9.051066e-03	1.819589e-01	0	0	5.717728e+00	2.690118e+01	ITK;TXK;CTSH;TNFRSF11A
GO_Biological_Process_2017	skeletal system development (GO:0001501)	9.336711e-03	1.819589e-01	0	0	3.683770e+00	1.721721e+01	ALPL;BMP8B;BMP6;PHEX;COL19A1;CMKLR1
GO_Biological_Process_2017	chemotaxis (GO:0006935)	9.972600e-03	1.819589e-01	0	0	3.203359e+00	1.476080e+01	CXCR1;CCL5;CXCR2;CCL3;CCR6;FPR2;CMKLR1
GO_Biological_Process_2017	axonogenesis (GO:0007409)	1.000201e-02	1.819589e-01	0	0	4.293004e+00	1.976915e+01	LINGO2;LRRN3;OMD;TLR9;GP5
GO_Biological_Process_2017	retinal ganglion cell axon guidance (GO:0031290)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	NRP1;EPHB1
GO_Biological_Process_2017	cellular response to fatty acid (GO:0071398)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	FFAR3;FFAR2
GO_Biological_Process_2017	positive regulation of T cell apoptotic process (GO:0070234)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	CCL5;PDCD1
GO_Biological_Process_2017	signal complex assembly (GO:0007172)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	SRC;CD3E
GO_Biological_Process_2017	negative chemotaxis (GO:0050919)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	ITGB3;PDGFA
GO_Biological_Process_2017	oxygen transport (GO:0015671)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	HBB;HBA1
GO_Biological_Process_2017	negative regulation of platelet-derived growth factor receptor-beta signaling pathway (GO:2000587)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	PDGFB;PDGFA
GO_Biological_Process_2017	very-low-density lipoprotein particle remodeling (GO:0034372)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	CETP;LIPC
GO_Biological_Process_2017	activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	ADRB2;PRLR
GO_Biological_Process_2017	positive regulation of macrophage chemotaxis (GO:0010759)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	CCL5;CMKLR1
GO_Biological_Process_2017	regulation of sensory perception of pain (GO:0051930)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	CCL3;SPX
GO_Biological_Process_2017	copper ion import (GO:0015677)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	STEAP4;STEAP1B
GO_Biological_Process_2017	negative regulation of cell volume (GO:0045794)	1.133921e-02	1.819589e-01	0	0	2.138037e+01	9.577312e+01	KCNMA1;ANO6
GO_Biological_Process_2017	T cell costimulation (GO:0031295)	1.209933e-02	1.911694e-01	0	0	3.072019e+00	1.356175e+01	KLRK1;LCK;SRC;BTLA;CD247;PDCD1;CD3E
GO_Biological_Process_2017	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	1.313622e-02	2.013567e-01	0	0	3.974242e+00	1.721793e+01	SELP;CCL5;PDGFB;PDGFA;WNT16
GO_Biological_Process_2017	chemokine-mediated signaling pathway (GO:0070098)	1.313622e-02	2.013567e-01	0	0	3.974242e+00	1.721793e+01	CCL3L1;CCL5;CCL4;CCL3;PF4V1
GO_Biological_Process_2017	activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	1.455807e-02	2.168361e-01	0	0	3.304679e+00	1.397750e+01	EGLN3;LCK;COL4A3;FASLG;NLRC4;BOK
GO_Biological_Process_2017	negative regulation of focal adhesion assembly (GO:0051895)	1.456834e-02	2.168361e-01	0	0	7.136612e+00	3.018005e+01	DMTN;SRC;ARHGAP6
GO_Biological_Process_2017	movement of cell or subcellular component (GO:0006928)	1.587595e-02	2.215918e-01	0	0	2.893953e+00	1.198950e+01	VNN2;TPM1;CCL4;CXCR5;ALOX12;CCR6;FPR2
GO_Biological_Process_2017	keratinization (GO:0031424)	1.831870e-02	2.215918e-01	0	0	6.422336e+00	2.568827e+01	KRT1;KRT86;DSC2
GO_Biological_Process_2017	positive regulation of chemokine production (GO:0032722)	1.831870e-02	2.215918e-01	0	0	6.422336e+00	2.568827e+01	TLR9;FFAR3;FFAR2
GO_Biological_Process_2017	detection of chemical stimulus involved in sensory perception (GO:0050907)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	OR4D1;OR2A25
GO_Biological_Process_2017	phospholipid scrambling (GO:0017121)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	PLSCR3;ANO6
GO_Biological_Process_2017	positive regulation of calcium ion import (GO:0090280)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	CCL3;PDGFB
GO_Biological_Process_2017	regulation of cardiac muscle cell membrane potential (GO:0086036)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	EHD3;FXYD1
GO_Biological_Process_2017	eosinophil chemotaxis (GO:0048245)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	CCL5;CCL3
GO_Biological_Process_2017	limb morphogenesis (GO:0035108)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	PTCH1;PCSK5
GO_Biological_Process_2017	immunological synapse formation (GO:0001771)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	CD6;PRF1
GO_Biological_Process_2017	sensory perception (GO:0007600)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	ADORA2A;PNOC
GO_Biological_Process_2017	negative regulation of platelet activation (GO:0010544)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	PDGFB;PDGFA
GO_Biological_Process_2017	low-density lipoprotein particle remodeling (GO:0034374)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	CETP;LIPC
GO_Biological_Process_2017	negative regulation of platelet aggregation (GO:0090331)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	ALOX12;PRKG1
GO_Biological_Process_2017	very long-chain fatty acid metabolic process (GO:0000038)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	ABCD2;ACSBG1
GO_Biological_Process_2017	epithelial cell-cell adhesion (GO:0090136)	1.834012e-02	2.215918e-01	0	0	1.425222e+01	5.698982e+01	ITGB5;KIFC3
GO_Biological_Process_2017	neutrophil chemotaxis (GO:0030593)	1.898128e-02	2.266718e-01	0	0	3.575789e+00	1.417551e+01	CCL3L1;CCL5;CXCR2;CCL4;CCL3
GO_Biological_Process_2017	reactive oxygen species metabolic process (GO:0072593)	2.255314e-02	2.632054e-01	0	0	5.837928e+00	2.213673e+01	EPHX2;PDGFB;ALOX12
GO_Biological_Process_2017	positive regulation of cell death (GO:0010942)	2.255314e-02	2.632054e-01	0	0	5.837928e+00	2.213673e+01	HP;HBB;HBA1
GO_Biological_Process_2017	apoptotic signaling pathway (GO:0097190)	2.573673e-02	2.747317e-01	0	0	2.862405e+00	1.047593e+01	TICAM2;TNFRSF10C;TNFRSF8;FASLG;PRKCA;TNFRSF11A
GO_Biological_Process_2017	positive regulation of vascular smooth muscle cell proliferation (GO:1904707)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	PDGFB;MMP9
GO_Biological_Process_2017	regulation of bone resorption (GO:0045124)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	SRC;ITGB3
GO_Biological_Process_2017	T-helper 17 cell lineage commitment (GO:0072540)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	SLAMF6;LY9
GO_Biological_Process_2017	regulation of smoothened signaling pathway (GO:0008589)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	PTCH1;RORA
GO_Biological_Process_2017	barbed-end actin filament capping (GO:0051016)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	VIL1;ADD2
GO_Biological_Process_2017	macrophage chemotaxis (GO:0048246)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	CCL5;CCL3
GO_Biological_Process_2017	positive regulation of calcium-mediated signaling (GO:0050850)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	CCL4;CCL3
GO_Biological_Process_2017	negative regulation of interleukin-8 production (GO:0032717)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	TLR9;BPI
GO_Biological_Process_2017	positive regulation of fatty acid beta-oxidation (GO:0032000)	2.670022e-02	2.747317e-01	0	0	1.068814e+01	3.872402e+01	ABCD2;IRS1
GO_Biological_Process_2017	regulation of intracellular pH (GO:0051453)	2.727284e-02	2.747317e-01	0	0	5.350922e+00	1.927329e+01	SLC9A3;SLC4A10;SLC4A3
GO_Biological_Process_2017	lipopolysaccharide-mediated signaling pathway (GO:0031663)	2.727284e-02	2.747317e-01	0	0	5.350922e+00	1.927329e+01	CD6;CCL5;CCL3
GO_Biological_Process_2017	response to hydrogen peroxide (GO:0042542)	2.727284e-02	2.747317e-01	0	0	5.350922e+00	1.927329e+01	HP;HBB;HBA1
GO_Biological_Process_2017	cellular response to interferon-gamma (GO:0071346)	2.728591e-02	2.747317e-01	0	0	3.895837e+00	1.403041e+01	CCL3L1;CCL5;CCL4;CCL3
GO_Biological_Process_2017	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	3.046041e-02	2.981093e-01	0	0	2.740075e+00	9.566498e+00	ITK;LCK;CD8A;TXK;CD7;CD3E
GO_Biological_Process_2017	vesicle fusion (GO:0006906)	3.093111e-02	2.981093e-01	0	0	3.726096e+00	1.295188e+01	RPH3A;SYTL4;SYTL2;SYT17
GO_Biological_Process_2017	ERBB2 signaling pathway (GO:0038128)	3.093111e-02	2.981093e-01	0	0	3.726096e+00	1.295188e+01	PTPN18;SRC;EGF;PRKCA
GO_Biological_Process_2017	activation of adenylate cyclase activity (GO:0007190)	3.247557e-02	2.981093e-01	0	0	4.938840e+00	1.692672e+01	GNAL;PRKCA;ADRB2
GO_Biological_Process_2017	response to interleukin-1 (GO:0070555)	3.247557e-02	2.981093e-01	0	0	4.938840e+00	1.692672e+01	SRC;PRKCA;TNFRSF11A
GO_Biological_Process_2017	negative regulation of interleukin-6 production (GO:0032715)	3.247557e-02	2.981093e-01	0	0	4.938840e+00	1.692672e+01	TLR9;BPI;SLAMF1
GO_Biological_Process_2017	positive regulation of JUN kinase activity (GO:0043507)	3.247557e-02	2.981093e-01	0	0	4.938840e+00	1.692672e+01	TLR9;TNFRSF11A;SASH1
GO_Biological_Process_2017	blood circulation (GO:0008015)	3.247557e-02	2.981093e-01	0	0	4.938840e+00	1.692672e+01	ADORA2A;COL4A3;TBC1D8
GO_Biological_Process_2017	protein targeting to plasma membrane (GO:0072661)	3.247557e-02	2.981093e-01	0	0	4.938840e+00	1.692672e+01	EHD3;PTCH1;ANK2
GO_Biological_Process_2017	positive regulation of endothelial cell migration (GO:0010595)	3.484910e-02	2.981093e-01	0	0	3.570500e+00	1.198520e+01	NRP1;ITGB3;PRKCA;SASH1
GO_Biological_Process_2017	positive regulation of inflammatory response (GO:0050729)	3.484910e-02	2.981093e-01	0	0	3.570500e+00	1.198520e+01	SERPINE1;CCL3;TLR9;MAPK13
GO_Biological_Process_2017	activation of innate immune response (GO:0002218)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	AIM2;NLRC4
GO_Biological_Process_2017	anion transmembrane transport (GO:0098656)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	SLC4A10;SLC4A3
GO_Biological_Process_2017	actin filament-based movement (GO:0030048)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	MYO1E;MYO6
GO_Biological_Process_2017	cytokine production (GO:0001816)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	ITK;TXK
GO_Biological_Process_2017	N-acetylglucosamine metabolic process (GO:0006044)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	LARGE1;CHST2
GO_Biological_Process_2017	positive regulation of glucose import in response to insulin stimulus (GO:2001275)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	IRS1;FFAR3
GO_Biological_Process_2017	regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	ANK2;SCN1B
GO_Biological_Process_2017	positive regulation of blood coagulation (GO:0030194)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	DMTN;SERPINE1
GO_Biological_Process_2017	positive regulation of actin filament bundle assembly (GO:0032233)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	VIL1;SYNPO
GO_Biological_Process_2017	positive regulation of lamellipodium morphogenesis (GO:2000394)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	VIL1;SRC
GO_Biological_Process_2017	neutrophil activation (GO:0042119)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	CCL5;CXCR2
GO_Biological_Process_2017	bleb assembly (GO:0032060)	3.628400e-02	2.981093e-01	0	0	8.549693e+00	2.835402e+01	ANO6;MYLK
GO_Biological_Process_2017	intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	3.815612e-02	3.061432e-01	0	0	4.585626e+00	1.497697e+01	ZMAT4;ZNF385D;BOK
GO_Biological_Process_2017	endodermal cell differentiation (GO:0035987)	3.815612e-02	3.061432e-01	0	0	4.585626e+00	1.497697e+01	ITGB5;MMP9;MIXL1
GO_Biological_Process_2017	leukocyte cell-cell adhesion (GO:0007159)	3.815612e-02	3.061432e-01	0	0	4.585626e+00	1.497697e+01	SELP;NT5E;CCL5
GO_Biological_Process_2017	cholesterol homeostasis (GO:0042632)	3.904154e-02	3.084282e-01	0	0	3.427351e+00	1.111534e+01	CETP;LIPC;EPHX2;LDLRAP1
GO_Biological_Process_2017	cell chemotaxis (GO:0060326)	3.904154e-02	3.084282e-01	0	0	3.427351e+00	1.111534e+01	PDGFB;FPR2;CCR6;EPHB1
GO_Biological_Process_2017	receptor internalization (GO:0031623)	4.350917e-02	3.194266e-01	0	0	3.295214e+00	1.032978e+01	CXCR1;CXCR2;LILRB1;LDLRAP1
GO_Biological_Process_2017	cytoskeleton organization (GO:0007010)	4.464014e-02	3.194266e-01	0	0	2.475416e+00	7.696371e+00	LAMA5;DMTN;TPM1;CCL3;ARAP3;FGD2
GO_Biological_Process_2017	regulation of cell shape (GO:0008360)	4.466743e-02	3.194266e-01	0	0	2.277016e+00	7.078128e+00	VIL1;DMTN;TPM1;CCL3;ARAP3;CDC42EP1;FGD2
GO_Biological_Process_2017	neurotransmitter transport (GO:0006836)	4.484817e-02	3.194266e-01	0	0	inf	inf	SYNJ1
GO_Biological_Process_2017	cochlea morphogenesis (GO:0090103)	4.484817e-02	3.194266e-01	0	0	inf	inf	TIFAB
GO_Biological_Process_2017	SA node cell action potential (GO:0086015)	4.484817e-02	3.194266e-01	0	0	inf	inf	ANK2
GO_Biological_Process_2017	membrane depolarization during SA node cell action potential (GO:0086046)	4.484817e-02	3.194266e-01	0	0	inf	inf	ANK2
GO_Biological_Process_2017	regulation of atrial cardiac muscle cell membrane depolarization (GO:0060371)	4.484817e-02	3.194266e-01	0	0	inf	inf	SCN1B
GO_Biological_Process_2017	skin epidermis development (GO:0098773)	4.484817e-02	3.194266e-01	0	0	inf	inf	KRT1
GO_Biological_Process_2017	embryonic retina morphogenesis in camera-type eye (GO:0060059)	4.484817e-02	3.194266e-01	0	0	inf	inf	EGF
GO_Biological_Process_2017	glycerol transport (GO:0015793)	4.484817e-02	3.194266e-01	0	0	inf	inf	AQP9
GO_Biological_Process_2017	trigeminal nerve development (GO:0021559)	4.484817e-02	3.194266e-01	0	0	inf	inf	TIFAB
GO_Biological_Process_2017	peristalsis (GO:0030432)	4.484817e-02	3.194266e-01	0	0	inf	inf	TIFAB
GO_Biological_Process_2017	embryo implantation (GO:0007566)	4.696536e-02	3.194266e-01	0	0	7.124063e+00	2.178784e+01	PRLR;PCSK5
GO_Biological_Process_2017	regulation of neuron apoptotic process (GO:0043523)	4.696536e-02	3.194266e-01	0	0	7.124063e+00	2.178784e+01	EGLN3;TP63
GO_Biological_Process_2017	interleukin-1 beta secretion (GO:0050702)	4.696536e-02	3.194266e-01	0	0	7.124063e+00	2.178784e+01	AIM2;NLRC4
GO_Biological_Process_2017	positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)	4.696536e-02	3.194266e-01	0	0	7.124063e+00	2.178784e+01	FCER2;TLR9
GO_Biological_Process_2017	peptide hormone processing (GO:0016486)	4.696536e-02	3.194266e-01	0	0	7.124063e+00	2.178784e+01	PCSK6;PCSK5
