gene_name,pval,adj_pval,f_statistic,df1,df2,lfc,gene_name,gene_id
MT-ND4,0.063416250877493,0.181916956045591,3.52431011012639,1,99.0946663723596,-1.13203824848479,MT-ND4,ENSG00000198886
BPIFA1,0.0006610589854564,0.0067044521851567,12.3666588026564,1,99.0946663723596,3.23232236416522,BPIFA1,ENSG00000198183
LCP1,0.806310823456329,0.896299270182669,0.0604396852645335,1,99.0946663723596,0.16951400325058,LCP1,ENSG00000136167
CXCR4,0.0069047610860902,0.0381248615790969,7.61249868661318,1,99.0946663723596,-2.97760440169495,CXCR4,ENSG00000121966
KRT6A,0.655489453602155,0.799962721018007,0.200257899871367,1,99.0946663723596,-0.702720191925983,KRT6A,ENSG00000205420
MUC5AC,0.0352054273083613,0.121978340271533,4.55930983793906,1,99.0946663723596,2.29612198791021,MUC5AC,ENSG00000215182
MT-ND3,0.391583507677668,0.597269772785026,0.740482703177843,1,99.0946663723596,-0.538583654933361,MT-ND3,ENSG00000198840
LAPTM5,0.733208343137002,0.847639703048558,0.116842596981093,1,99.0946663723596,0.227654176310097,LAPTM5,ENSG00000162511
GMFG,0.551147044022198,0.724811998977115,0.357706871405947,1,99.0946663723596,-0.435248580687185,GMFG,ENSG00000130755
MT-ND2,0.154556845576275,0.334249233512706,2.05800356392787,1,99.0946663723596,-0.845491404869716,MT-ND2,ENSG00000198763
CCL3,0.580208795320329,0.748077353430027,0.307921572601615,1,99.0946663723596,0.475771319288149,CCL3,ENSG00000277632
SPI1,0.434909454077197,0.633978796030899,0.614657780823369,1,99.0946663723596,0.537484940852482,SPI1,ENSG00000066336
MT-ND1,0.152845269296222,0.331551560295493,2.07537590275072,1,99.0946663723596,-0.845583702227823,MT-ND1,ENSG00000198888
ITGB2,0.179543104327068,0.368520329078547,1.82714051039941,1,99.0946663723596,0.857306547322527,ITGB2,ENSG00000160255
FPR1,0.868732876424479,0.930320064708159,0.0274555435879999,1,99.0946663723596,-0.137207152449125,FPR1,ENSG00000171051
GAS5,0.0428996993232601,0.140747045023819,4.20686108952843,1,99.0946663723596,-144269490.940864,GAS5,ENSG00000234741
FCGR1A,0.457675449631608,0.654757438671828,0.555915822209318,1,99.0946663723596,0.545099466672783,FCGR1A,ENSG00000150337
KRT19,0.810939470002289,0.900043806883783,0.0575295820409795,1,99.0946663723596,-0.193660508059816,KRT19,ENSG00000171345
CD37,0.649778918728713,0.796297694520481,0.2074385252295,1,99.0946663723596,0.306398732335918,CD37,ENSG00000104894
PECAM1,0.978248495843315,0.986137596616245,0.0007471348331444,1,99.0946663723596,0.0222631118042054,PECAM1,ENSG00000261371
NKG7,0.697253311442155,0.828984922101851,0.15222727829195,1,99.0946663723596,0.354354389931424,NKG7,ENSG00000105374
CCL5,0.670469370511884,0.809448257557266,0.182136448299255,1,99.0946663723596,0.348073204098473,CCL5,ENSG00000271503
SLCO2B1,0.561340997544242,0.733587294229276,0.33967465114044,1,99.0946663723596,-0.4989578586278,SLCO2B1,ENSG00000137491
C1orf162,0.627401424326959,0.780984955974251,0.237075778669527,1,99.0946663723596,-0.351926982071828,C1orf162,ENSG00000143110
DOK2,0.723319054016081,0.843812776648351,0.126048751906292,1,99.0946663723596,-0.272002130557646,DOK2,ENSG00000147443
SCGB3A1,0.473500720403324,0.66627033755855,0.517740428237868,1,99.0946663723596,-0.696921258929092,SCGB3A1,ENSG00000161055
SFTPB,0.0010528634819845,0.0096239806397121,11.3949000445973,1,99.0946663723596,-6.63726396617224,SFTPB,ENSG00000168878
KRT15,0.508680622326514,0.694349743825435,0.439962562296276,1,99.0946663723596,-0.685288414367428,KRT15,ENSG00000171346
TREM1,0.256801585051506,0.459066115572946,1.30088019568818,1,99.0946663723596,-0.916077243940683,TREM1,ENSG00000124731
SLPI,0.999386663376713,0.999386663376713,5.9389413099672e-07,1,99.0946663723596,0.000569440088526,SLPI,ENSG00000124107
WFDC2,0.8560493081379,0.923655793445856,0.0330799279327154,1,99.0946663723596,0.139210645582791,WFDC2,ENSG00000101443
IL7R,0.407819748217065,0.613078394794145,0.691009531502489,1,99.0946663723596,-0.6655671367385,IL7R,ENSG00000168685
FCN1,0.484903197708796,0.675729093797096,0.491497294099065,1,99.0946663723596,-0.657279730770567,FCN1,ENSG00000085265
ADH1C,0.798270075456102,0.891125335405338,0.0656766742028035,1,99.0946663723596,-0.263891594459428,ADH1C,ENSG00000248144
CD24,0.241746197849319,0.442440491260744,1.38692216336818,1,99.0946663723596,0.837969246122675,CD24,ENSG00000272398
AQP5,0.0799136009599624,0.212407592452412,3.13056209338448,1,99.0946663723596,-2.07239243111972,AQP5,ENSG00000161798
BPIFB1,0.0949769241374417,0.238156780685661,2.84198807073735,1,99.0946663723596,1.24585689177959,BPIFB1,ENSG00000125999
GNLY,0.663499967437814,0.805868303266631,0.190440021743441,1,99.0946663723596,-0.440664617453234,GNLY,ENSG00000115523
JAML,0.223179149666527,0.419825337973151,1.50258559926504,1,99.0946663723596,-0.962508499982484,JAML,ENSG00000160593
SAMSN1,0.363911626284008,0.569623618909305,0.831989328348022,1,99.0946663723596,-0.803032976153915,SAMSN1,ENSG00000155307
DDX3Y,0.488573870139405,0.678763365017234,0.48326540160259,1,99.0946663723596,-0.797240164762083,DDX3Y,ENSG00000067048
SPN,0.500621525263674,0.687998626724015,0.456962666846243,1,99.0946663723596,-0.528757646878384,SPN,ENSG00000197471
SCGB3A2,1.4258232585866e-05,0.0003033666507631,20.8565334396081,1,99.0946663723596,-10.3389942424505,SCGB3A2,ENSG00000164265
ZEB2,0.736757987999258,0.84997460544446,0.11363323858827,1,99.0946663723596,-0.239633379394872,ZEB2,ENSG00000169554
SLA,0.219838631001175,0.417217927148391,1.5246393478844,1,99.0946663723596,-0.986677319361366,SLA,ENSG00000155926
NCKAP1L,0.948755927660046,0.971091021146414,0.0041515024751118,1,99.0946663723596,0.0469415976733822,NCKAP1L,ENSG00000123338
FCGR2A,0.576453109713864,0.745157345749429,0.31407838384721,1,99.0946663723596,-0.410364644090968,FCGR2A,ENSG00000143226
ADH7,0.830114679738759,0.910413116625092,0.046277276159102,1,99.0946663723596,-0.245213754134557,ADH7,ENSG00000196344
LY86,0.408782134842817,0.613971365038777,0.688167954657969,1,99.0946663723596,-0.641574938629943,LY86,ENSG00000112799
NTS,0.970606977221502,0.981406808528748,0.0013645805316386,1,99.0946663723596,0.0415354076243973,NTS,ENSG00000133636
SCGB1A1,0.270619603249513,0.473607986085952,1.22727375595219,1,99.0946663723596,0.826045006600001,SCGB1A1,ENSG00000149021
CEACAM5,0.444389464654773,0.6432968509768,0.58962659387542,1,99.0946663723596,0.860169707140402,CEACAM5,ENSG00000105388
MME,0.121211883477484,0.282150566753919,2.44335104315601,1,99.0946663723596,-1.45621235694006,MME,ENSG00000196549
UPK1B,0.0385860189579202,0.13027015178231,4.39525084897274,1,99.0946663723596,-2.69349880623875,UPK1B,ENSG00000114638
SLC2A3,0.19680171793749,0.391044411316812,1.68859177482886,1,99.0946663723596,-1.06553554140337,SLC2A3,ENSG00000059804
HCST,0.841118959825038,0.915476313843894,0.040396669996403,1,99.0946663723596,0.13267442313912,HCST,ENSG00000126264
CYTIP,0.562919070650833,0.734689468351387,0.336939103123595,1,99.0946663723596,-0.447945913189603,CYTIP,ENSG00000115165
ACP5,0.166191246654622,0.348848124799795,1.94550069302979,1,99.0946663723596,0.86628836383689,ACP5,ENSG00000102575
MT-ND5,0.14193229471064,0.314040994185032,2.19165853442305,1,99.0946663723596,0.708174018915498,MT-ND5,ENSG00000198786
MUC16,0.117337358435293,0.275958039593821,2.49579797614105,1,99.0946663723596,1.25759461766983,MUC16,ENSG00000181143
GPRIN3,0.726637333568717,0.844534325393674,0.12291597306324,1,99.0946663723596,-0.258988712037868,GPRIN3,ENSG00000185477
GSTA1,0.185197967918708,0.375502773557802,1.78007613588312,1,99.0946663723596,0.909078225064851,GSTA1,ENSG00000243955
ALDH3A1,0.283204836375632,0.487108421698713,1.16425200136395,1,99.0946663723596,0.829482968950798,ALDH3A1,ENSG00000108602
CD3D,0.742941909813839,0.852975786238622,0.108160758617175,1,99.0946663723596,-0.275572958769774,CD3D,ENSG00000167286
CD2,0.726276512065385,0.844416985443279,0.123254475199272,1,99.0946663723596,0.288755218941815,CD2,ENSG00000116824
KRT4,1.31670961250297e-06,4.27503120942524e-05,26.5390223900612,1,99.0946663723596,3.81922897732715,KRT4,ENSG00000170477
TSPAN1,0.729135300144816,0.845844425510675,0.120586851343305,1,99.0946663723596,-0.262863760838844,TSPAN1,ENSG00000117472
SAA1,0.173880985285754,0.36071395589657,1.87603750853373,1,99.0946663723596,-1.32853978315225,SAA1,ENSG00000173432
SFTPA1,0.0010774574794724,0.0098103171547146,11.3470390449481,1,99.0946663723596,-7.99942261028971,SFTPA1,ENSG00000122852
TMEM190,0.361561709294585,0.568314538344208,0.840211464440817,1,99.0946663723596,0.664468346267577,TMEM190,ENSG00000160472
EVI2B,0.008777265917926,0.0456673564928515,7.14818390104585,1,99.0946663723596,-2.19647788334341,EVI2B,ENSG00000185862
EIF1AY,0.601247166937426,0.762036966967587,0.274880733233287,1,99.0946663723596,-0.579236335420202,EIF1AY,ENSG00000198692
LCP2,0.0861654377766468,0.224155665391901,3.00408477895743,1,99.0946663723596,1.12111108212167,LCP2,ENSG00000043462
GZMA,0.413966922972887,0.616966625332929,0.673028084056656,1,99.0946663723596,0.70753873147215,GZMA,ENSG00000145649
TACSTD2,0.171428337778552,0.356723318305279,1.89779825326859,1,99.0946663723596,-1.17803926844155,TACSTD2,ENSG00000184292
HLA-DRB5,0.0514311811091085,0.158934428643722,3.88762730595929,1,99.0946663723596,1.28135340628168,HLA-DRB5,ENSG00000198502
AGR2,0.719046763582777,0.84197513300091,0.130147786093129,1,99.0946663723596,-0.263005692132697,AGR2,ENSG00000106541
PARVG,0.748447075159337,0.858114050859135,0.103414677687333,1,99.0946663723596,0.220792718530495,PARVG,ENSG00000138964
IRF8,0.276253776075591,0.479630532119324,1.19860902162903,1,99.0946663723596,-0.840494554154709,IRF8,ENSG00000140968
MUC5B,0.632458445043646,0.78546751744119,0.230165372470356,1,99.0946663723596,0.470265990295847,MUC5B,ENSG00000117983
LTB,0.276267186500731,0.479630532119324,1.19854168096549,1,99.0946663723596,0.801007154640893,LTB,ENSG00000227507
GSTA2,0.0067964176534522,0.0378189850531358,7.64325995043098,1,99.0946663723596,1.84103196691223,GSTA2,ENSG00000244067
CLCA2,0.185374801428188,0.375556728987415,1.77863169552197,1,99.0946663723596,-1.85931347945517,CLCA2,ENSG00000137975
FAM3D,0.815146389749859,0.902709180232402,0.0549504418786247,1,99.0946663723596,0.207663300904937,FAM3D,ENSG00000198643
CRIP1,0.197544323679914,0.392108621833891,1.68295554980272,1,99.0946663723596,-0.835559956769645,CRIP1,ENSG00000213145
GABRP,0.202649432594705,0.398445600854709,1.6448782805859,1,99.0946663723596,1.20100893646327,GABRP,ENSG00000094755
PCOLCE2,0.308582180521353,0.515175458712246,1.04747133281826,1,99.0946663723596,-0.857453871645987,PCOLCE2,ENSG00000163710
ITGAX,0.86543538113223,0.928193589122826,0.0288659128925046,1,99.0946663723596,0.123494209236647,ITGAX,ENSG00000140678
APBB1IP,0.871545105031162,0.9311379327256,0.0262813931554084,1,99.0946663723596,0.112667205816113,APBB1IP,ENSG00000077420
CLEC12A,0.257794247594061,0.460087004842534,1.29542844274667,1,99.0946663723596,-0.933354584692544,CLEC12A,ENSG00000172322
CCL4L2,0.0414994064741548,0.137142784118159,4.26571026140558,1,99.0946663723596,1.5795040605158,CCL4L2,ENSG00000276070
FGR,0.387846056406619,0.594126924642492,0.752295054002238,1,99.0946663723596,0.565542933682644,FGR,ENSG00000000938
GPR183,0.0563368184586639,0.168183041683958,3.72888282921984,1,99.0946663723596,-1.90884476017731,GPR183,ENSG00000169508
CD69,0.0477979220593953,0.151355041353373,4.01607158043727,1,99.0946663723596,-1.88403850021443,CD69,ENSG00000110848
PLEK,0.596972051802887,0.759091819088182,0.281399683082966,1,99.0946663723596,0.366458873050688,PLEK,ENSG00000115956
MT-ND4L,0.0194669384090161,0.0808427674793027,5.64129079087636,1,99.0946663723596,1.31272098763574,MT-ND4L,ENSG00000212907
C20orf85,0.144185991316799,0.317388330150738,2.16682501238086,1,99.0946663723596,0.973195181431514,C20orf85,ENSG00000124237
UQCR11,0.330086846283203,0.535370676500222,0.957952010684219,1,99.0946663723596,-0.457827876628981,UQCR11,ENSG00000127540
CD48,0.726367490878309,0.844416985443279,0.123169074732968,1,99.0946663723596,0.258569127885027,CD48,ENSG00000117091
GPR65,0.30324771081029,0.50931761976871,1.07095948944182,1,99.0946663723596,-0.789448565777373,GPR65,ENSG00000140030
SPRR1B,1.74918473473903e-05,0.0003644134864039,20.3834423354629,1,99.0946663723596,5.1867727042796,SPRR1B,ENSG00000169469
SPRR2A,6.00169916968434e-06,0.0001463829065776,22.8846551713122,1,99.0946663723596,5.32332790639855,SPRR2A,ENSG00000241794
DOCK2,0.62429078148141,0.77977864286961,0.241389483462824,1,99.0946663723596,-0.358336174436095,DOCK2,ENSG00000134516
MT-ND6,0.0296536075834903,0.109199531801951,4.86892365594974,1,99.0946663723596,1.41412436175199,MT-ND6,ENSG00000198695
SFTPA2,0.0005229783386203,0.0055754620321993,12.8608603424772,1,99.0946663723596,-7.26028762805877,SFTPA2,ENSG00000185303
GPX2,0.146630037016185,0.320993951436482,2.14039000451506,1,99.0946663723596,-1.57134594609524,GPX2,ENSG00000176153
THEMIS2,0.488380899954119,0.678763365017234,0.483695584658195,1,99.0946663723596,-0.477990362584178,THEMIS2,ENSG00000130775
GIMAP4,0.268367807014891,0.471419954262695,1.23894216112942,1,99.0946663723596,0.751271241094283,GIMAP4,ENSG00000133574
ERICH3,0.763086932767276,0.870106903046265,0.091361452859015,1,99.0946663723596,0.219269659358281,ERICH3,ENSG00000178965
CHST9,0.83651399779734,0.913623850805308,0.0428068166660023,1,99.0946663723596,0.151465968674609,CHST9,ENSG00000154080
PSCA,4.03250838089104e-05,0.0007281889780868,18.4741623569934,1,99.0946663723596,2.80429204081375,PSCA,ENSG00000167653
IL1B,0.501868898033861,0.689001782034405,0.454300736390034,1,99.0946663723596,-0.567802565862406,IL1B,ENSG00000125538
CST7,0.523242293866092,0.703967547161091,0.41040580809436,1,99.0946663723596,0.520933415588547,CST7,ENSG00000077984
BCL2A1,0.805404738243544,0.896088938855745,0.0610182706270704,1,99.0946663723596,0.170423369192943,BCL2A1,ENSG00000140379
LAIR1,0.861824198683877,0.926731000472542,0.030452187609906,1,99.0946663723596,-0.119195130495636,LAIR1,ENSG00000167613
HOATZ,0.831584237485836,0.911025676474404,0.0454678009675214,1,99.0946663723596,0.152190863149761,HOATZ,ENSG00000183644
TRPV2,0.801889006390688,0.893813907172779,0.0632910002835764,1,99.0946663723596,-0.181342451785851,TRPV2,ENSG00000187688
CD3E,0.290365982294605,0.495584410247597,1.1299670178042,1,99.0946663723596,0.853689475089911,CD3E,ENSG00000198851
TFEC,0.58491943482809,0.751615345549248,0.300311700085867,1,99.0946663723596,-0.421717500450174,TFEC,ENSG00000105967
DNAH12,0.156595761841933,0.33653932498799,2.03759525784184,1,99.0946663723596,0.967654444094077,DNAH12,ENSG00000174844
FERMT3,0.663551960909744,0.805868303266631,0.190377259046541,1,99.0946663723596,0.273648631216766,FERMT3,ENSG00000149781
ATP6V0C,1.1356376179693e-06,3.78545872656433e-05,26.9021823681604,1,99.0946663723596,3.32161000338743,ATP6V0C,ENSG00000185883
SERPINB13,0.0883554864526524,0.227261166603953,2.9621460224331,1,99.0946663723596,-2.90655702941782,SERPINB13,ENSG00000197641
GZMB,0.0140194805295547,0.0633792067339727,6.25557603245973,1,99.0946663723596,1.95971969672647,GZMB,ENSG00000100453
SNTN,0.3239011788698,0.529590253695698,0.982889328021363,1,99.0946663723596,0.670957767434856,SNTN,ENSG00000188817
LY6D,0.740177259167002,0.850778458812646,0.110588788800352,1,99.0946663723596,-0.479018755476328,LY6D,ENSG00000167656
MMP19,0.500725400529738,0.687998626724015,0.456740560897318,1,99.0946663723596,-0.565317688604521,MMP19,ENSG00000123342
NEAT1,0.507793718808838,0.693707266132292,0.441810613522854,1,99.0946663723596,-0.373799413742601,NEAT1,ENSG00000245532
OMG,0.946497146811847,0.970368204646143,0.0045261262242158,1,99.0946663723596,0.0531923391453423,OMG,ENSG00000126861
CLDN4,0.0702285249890804,0.195477871099552,3.34957068233117,1,99.0946663723596,-1.56727758064817,CLDN4,ENSG00000189143
LRRIQ1,0.771547879099359,0.874791850423622,0.0847662271614831,1,99.0946663723596,0.197958285873287,LRRIQ1,ENSG00000133640
WAS,0.34266527108403,0.549678450539566,0.909130586046172,1,99.0946663723596,0.593117584939711,WAS,ENSG00000015285
VIM,0.335817987358245,0.542692287262839,0.935400813210205,1,99.0946663723596,0.557329454286458,VIM,ENSG00000026025
SAA2,0.0285982432716563,0.106550831861611,4.93471205360645,1,99.0946663723596,-2.4333676231508,SAA2,ENSG00000134339
GZMH,0.99585337634332,0.997181124116741,2.71459073445824e-05,1,99.0946663723596,0.0051706461366089,GZMH,ENSG00000100450
AQP9,0.555171048456358,0.728188678457972,0.350513415386918,1,99.0946663723596,0.474749690385926,AQP9,ENSG00000103569
ADGRF1,0.0901838444899925,0.230404521219101,2.92800005514477,1,99.0946663723596,1.32224306183885,ADGRF1,ENSG00000153292
CTSW,0.221501441959112,0.418620995285982,1.51361132111109,1,99.0946663723596,0.858655518825572,CTSW,ENSG00000172543
FAM183A,0.4884974218581,0.678763365017234,0.483435791610607,1,99.0946663723596,0.466708591234356,FAM183A,ENSG00000186973
AGRP,0.35317202581324,0.558816496539937,0.870182852151459,1,99.0946663723596,-0.809371894260891,AGRP,ENSG00000159723
WASHC1,0.164645100984693,0.346475380860044,1.95991823692253,1,99.0946663723596,1.16952679064768,WASHC1,ENSG00000181404
IKZF1,0.287313128848067,0.492153248459799,1.14444872498301,1,99.0946663723596,-0.79317850926339,IKZF1,ENSG00000185811
C1orf194,0.419031747423625,0.621075768109131,0.658508919767044,1,99.0946663723596,0.548618929217893,C1orf194,ENSG00000179902
C3AR1,0.832834167677143,0.911540257425818,0.0447851799857136,1,99.0946663723596,-0.154536860850984,C3AR1,ENSG00000171860
CSF1R,0.661415777374554,0.804947125266667,0.192966071839142,1,99.0946663723596,0.306681565004966,CSF1R,ENSG00000182578
GIMAP7,0.496067380423893,0.684979079642486,0.466778217182281,1,99.0946663723596,0.529633957833418,GIMAP7,ENSG00000179144
FOLR3,0.0630000829487137,0.181034721116994,3.53563742033944,1,99.0946663723596,-2.23151301158228,FOLR3,ENSG00000110203
BIN2,0.410605372196534,0.614310850084581,0.682811657939627,1,99.0946663723596,-0.586240694243284,BIN2,ENSG00000110934
LGALS7B,0.0314395851301255,0.113664443709781,4.76304840611123,1,99.0946663723596,-3.54411052717616,LGALS7B,ENSG00000178934
S100A14,0.362992111628177,0.5693100872462,0.835197779996056,1,99.0946663723596,0.692016877905963,S100A14,ENSG00000189334
CD3G,0.876863075106539,0.934390469208532,0.0241329620966486,1,99.0946663723596,-0.129408382095061,CD3G,ENSG00000160654
CD86,0.733415370472173,0.84768304492854,0.116654045094818,1,99.0946663723596,-0.229634287649942,CD86,ENSG00000114013
MT-ATP8,3.13390412733794e-06,8.47001115496741e-05,24.4345591840807,1,99.0946663723596,2.63883482429253,MT-ATP8,ENSG00000228253
CORO1A,0.444224229286303,0.643243888338116,0.590055781820679,1,99.0946663723596,0.506771181432614,CORO1A,ENSG00000102879
SNX10,0.602156178469449,0.76252377768731,0.273507191844539,1,99.0946663723596,-0.347134406384683,SNX10,ENSG00000086300
CLCA4,0.860901901488966,0.92629858133093,0.0308643337239798,1,99.0946663723596,0.245264453954546,CLCA4,ENSG00000016602
USP9Y,0.746801552015741,0.856620270722346,0.104820966455799,1,99.0946663723596,-0.355106809986809,USP9Y,ENSG00000114374
TFF3,0.248841614134168,0.45063675142008,1.34556798513224,1,99.0946663723596,0.828883666545201,TFF3,ENSG00000160180
IL10RA,0.964117158602196,0.978997927094025,0.0020341463881536,1,99.0946663723596,0.0300632341188748,IL10RA,ENSG00000110324
NDUFB8,7.53091586668232e-09,4.64871349795205e-07,39.9379754542161,1,99.0946663723596,-3.84985202347022,NDUFB8,ENSG00000166136
TBC1D10C,0.418933528748657,0.621075768109131,0.658787978409723,1,99.0946663723596,-0.575156939878965,TBC1D10C,ENSG00000175463
MS4A8,0.345609542799083,0.552866142670431,0.898053126981663,1,99.0946663723596,0.65335932197736,MS4A8,ENSG00000166959
LSP1,0.0374952082315415,0.127621539249631,4.44645751282143,1,99.0946663723596,1.11230161306916,LSP1,ENSG00000130592
ALOX5,0.801929837515418,0.893813907172779,0.0632643515253928,1,99.0946663723596,-0.16401966023774,ALOX5,ENSG00000012779
